Feature,Importance
categorical__Strength_100% (5ML),0.0
categorical__Strength_100% (20ML),0.0
categorical__Ingredient_CARBIDOPA; LEVODOPA,0.0
categorical__Ingredient_CARBINOXAMINE MALEATE,0.0
categorical__Strength_10-200mCi/ML,0.0
categorical__Strength_10-100mCi/ML,0.0
"categorical__Strength_10,000 UNITS/ML;EQ 1MG BASE/ML",0.0
"categorical__Strength_10,000 UNITS/ML",0.0
"categorical__Strength_10,000 UNITS/100ML",0.0
categorical__Strength_10%;10% (5GM/50ML;5GM/50ML),0.0
categorical__Strength_10%;10% (2GM/20ML;2GM/20ML),0.0
categorical__Strength_10%;10% (2GM/20ML; 2GM/20ML),0.0
categorical__Strength_1.8845GM/5ML (376.9MG/ML),0.0
categorical__Strength_1.875MG;1.875MG;1.875MG;1.875MG,0.0
categorical__Strength_1.8%,0.0
categorical__Strength_1.75MG,0.0
categorical__Strength_1.6MG,0.0
categorical__Strength_1.6GM/BOT;3.13GM/BOT;17.5GM/BOT,0.0
categorical__Strength_1.62% (40.5MG/2.5GM PACKET) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_1.62% (40.5MG/2.5GM PACKET),0.0
categorical__Strength_1.62% (20.25MG/1.25GM PACKET) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_0.02%,0.0
categorical__Strength_0.01MG/VIAL,0.0
categorical__Strength_0.01MG/SPRAY,0.0
categorical__Ingredient_TRIMIPRAMINE MALEATE,0.0
categorical__Ingredient_VARDENAFIL HYDROCHLORIDE,0.0
categorical__Ingredient_VANCOMYCIN HYDROCHLORIDE,0.0
categorical__Ingredient_DEOXYCHOLIC ACID,0.0
categorical__Ingredient_VALRUBICIN,0.0
categorical__Ingredient_VALPROIC ACID,0.0
categorical__Ingredient_VALPROATE SODIUM,0.0
categorical__Ingredient_DESIPRAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_VALBENAZINE TOSYLATE,0.0
categorical__Ingredient_VALACYCLOVIR HYDROCHLORIDE,0.0
categorical__Ingredient_URSODIOL,0.0
categorical__Ingredient_ULIPRISTAL ACETATE,0.0
categorical__Ingredient_TROSPIUM CHLORIDE,0.0
categorical__Ingredient_TROPICAMIDE,0.0
categorical__Ingredient_TROMETHAMINE,0.0
categorical__Ingredient_TRIMETHOPRIM,0.0
categorical__Ingredient_VASOPRESSIN,0.0
categorical__Ingredient_TRIMETHOBENZAMIDE HYDROCHLORIDE,0.0
categorical__Ingredient_DESLORATADINE,0.0
categorical__Ingredient_TRIFLURIDINE,0.0
categorical__Ingredient_TRIFLUOPERAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_TRIENTINE HYDROCHLORIDE,0.0
categorical__Ingredient_TRIAZOLAM,0.0
categorical__Ingredient_TRIAMTERENE,0.0
categorical__Ingredient_DESMOPRESSIN ACETATE,0.0
categorical__Ingredient_DESOGESTREL; ETHINYL ESTRADIOL,0.0
categorical__Ingredient_DESVENLAFAXINE SUCCINATE,0.0
categorical__Ingredient_TRAZODONE HYDROCHLORIDE,0.0
categorical__Ingredient_DEXAMETHASONE SODIUM PHOSPHATE,0.0
categorical__Ingredient_TRANYLCYPROMINE SULFATE,0.0
categorical__Ingredient_TRANEXAMIC ACID,0.0
categorical__Ingredient_VARENICLINE TARTRATE,0.0
categorical__Ingredient_VECURONIUM BROMIDE,0.0
categorical__Ingredient_DARUNAVIR,0.0
categorical__Ingredient_ZOLMITRIPTAN,0.0
categorical__Ingredient_DAUNORUBICIN HYDROCHLORIDE,0.0
"categorical__DF;Route_CREAM, AUGMENTED;TOPICAL",0.0
categorical__Ingredient_DECITABINE,0.0
categorical__Ingredient_DEFERASIROX,0.0
"categorical__DF;Route_CAPSULE, TABLET, CAPSULE, DELAYED REL PELLETS;ORAL",0.0
categorical__Ingredient_DEFERIPRONE,0.0
"categorical__DF;Route_CAPSULE, DELAYED RELEASE;ORAL",0.0
"categorical__DF;Route_CAPSULE, DELAYED REL PELLETS;ORAL",0.0
"categorical__DF;Route_AEROSOL, METERED;TOPICAL",0.0
categorical__Ingredient_DEFEROXAMINE MESYLATE,0.0
categorical__Ingredient_DEFLAZACORT,0.0
"categorical__DF;Route_AEROSOL, FOAM;RECTAL",0.0
categorical__Ingredient_ZONISAMIDE,0.0
categorical__Ingredient_ZOLPIDEM TARTRATE,0.0
categorical__Ingredient_ZOLEDRONIC ACID,0.0
categorical__Ingredient_VENETOCLAX,0.0
categorical__Ingredient_ZIPRASIDONE HYDROCHLORIDE,0.0
categorical__Ingredient_ZINC SULFATE,0.0
categorical__Ingredient_ZINC CHLORIDE,0.0
categorical__Ingredient_ZILEUTON,0.0
categorical__Ingredient_ZIDOVUDINE,0.0
categorical__Ingredient_ZALEPLON,0.0
categorical__Ingredient_ZAFIRLUKAST,0.0
categorical__Ingredient_WARFARIN SODIUM,0.0
categorical__Ingredient_VORICONAZOLE,0.0
categorical__Ingredient_VINORELBINE TARTRATE,0.0
categorical__Ingredient_VILAZODONE HYDROCHLORIDE,0.0
categorical__Ingredient_VIGABATRIN,0.0
categorical__Ingredient_VERAPAMIL HYDROCHLORIDE,0.0
categorical__Ingredient_DEMECLOCYCLINE HYDROCHLORIDE,0.0
categorical__Ingredient_TRANDOLAPRIL,0.0
categorical__Ingredient_DEXAMETHASONE; TOBRAMYCIN,0.0
categorical__Ingredient_TORSEMIDE,0.0
categorical__Ingredient_TECHNETIUM TC-99M MEBROFENIN KIT,0.0
categorical__Ingredient_TERBINAFINE HYDROCHLORIDE,0.0
categorical__Ingredient_TERAZOSIN HYDROCHLORIDE,0.0
categorical__Ingredient_TENOFOVIR DISOPROXIL FUMARATE,0.0
categorical__Ingredient_TENOFOVIR ALAFENAMIDE FUMARATE,0.0
categorical__Ingredient_TEMSIROLIMUS,0.0
categorical__Ingredient_TEMOZOLOMIDE,0.0
categorical__Ingredient_TEMAZEPAM,0.0
categorical__Ingredient_TELMISARTAN,0.0
categorical__Ingredient_TECHNETIUM TC-99M SULFUR COLLOID KIT,0.0
categorical__Ingredient_TECHNETIUM TC-99M SESTAMIBI KIT,0.0
categorical__Ingredient_TECHNETIUM TC-99M PYROPHOSPHATE KIT,0.0
categorical__Ingredient_TECHNETIUM TC-99M PENTETATE KIT,0.0
categorical__Ingredient_TECHNETIUM TC-99M MERTIATIDE KIT,0.0
categorical__Ingredient_TECHNETIUM TC-99M MEDRONATE KIT,0.0
categorical__Ingredient_TAZAROTENE,0.0
categorical__Ingredient_TOREMIFENE CITRATE,0.0
categorical__Ingredient_DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,0.0
categorical__Ingredient_TASIMELTEON,0.0
categorical__Ingredient_TAPENTADOL HYDROCHLORIDE,0.0
categorical__Ingredient_TAMSULOSIN HYDROCHLORIDE,0.0
categorical__Ingredient_TAMOXIFEN CITRATE,0.0
categorical__Ingredient_TAFLUPROST,0.0
categorical__Ingredient_DEXTROSE; SODIUM CHLORIDE,0.0
categorical__Ingredient_DIAZEPAM,0.0
categorical__Ingredient_SUNITINIB MALATE,0.0
categorical__Ingredient_DIAZOXIDE,0.0
categorical__Ingredient_SUMATRIPTAN,0.0
categorical__Ingredient_SULINDAC,0.0
categorical__Ingredient_SULFASALAZINE,0.0
categorical__Ingredient_SULFAMETHOXAZOLE; TRIMETHOPRIM,0.0
categorical__Ingredient_TERBUTALINE SULFATE,0.0
categorical__Ingredient_TERCONAZOLE,0.0
categorical__Ingredient_TERIFLUNOMIDE,0.0
categorical__Ingredient_TERIPARATIDE,0.0
categorical__Ingredient_TOPOTECAN HYDROCHLORIDE,0.0
categorical__Ingredient_DEXLANSOPRAZOLE,0.0
categorical__Ingredient_DEXMEDETOMIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_TOLTERODINE TARTRATE,0.0
categorical__Ingredient_TOFACITINIB CITRATE,0.0
categorical__Ingredient_TOBRAMYCIN SULFATE,0.0
categorical__Ingredient_TOBRAMYCIN,0.0
categorical__Ingredient_TIZANIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_TIROFIBAN HYDROCHLORIDE,0.0
categorical__Ingredient_TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,0.0
categorical__Ingredient_TIOTROPIUM BROMIDE,0.0
categorical__Ingredient_TIOPRONIN,0.0
categorical__Ingredient_TINIDAZOLE,0.0
categorical__Ingredient_DEXRAZOXANE HYDROCHLORIDE,0.0
categorical__Ingredient_TIMOLOL,0.0
categorical__Ingredient_TIGECYCLINE,0.0
categorical__Ingredient_TICAGRELOR,0.0
categorical__Ingredient_TIAGABINE HYDROCHLORIDE,0.0
categorical__Ingredient_THIOTHIXENE,0.0
categorical__Ingredient_DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_THIAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_THEOPHYLLINE,0.0
categorical__Ingredient_THALIDOMIDE,0.0
categorical__Ingredient_TETRACYCLINE HYDROCHLORIDE,0.0
categorical__Ingredient_TETRACAINE HYDROCHLORIDE,0.0
categorical__Ingredient_TETRABENAZINE,0.0
categorical__Ingredient_DEXTROMETHORPHAN HYDROBROMIDE; QUINIDINE SULFATE,0.0
categorical__Ingredient_DEXTROSE,0.0
categorical__Ingredient_DEXTROSE; POTASSIUM CHLORIDE,0.0
categorical__Ingredient_DASATINIB,0.0
categorical__Ingredient_DARIFENACIN HYDROBROMIDE,0.0
categorical__Strength_0.01MG/ML;1%,0.0
"categorical__DF;Route_SPRAY, METERED;SUBLINGUAL",0.0
categorical__Ingredient_CHLORTHALIDONE,0.0
"categorical__DF;Route_TABLET, CHEWABLE;ORAL",0.0
categorical__Ingredient_CHOLINE C-11,0.0
categorical__Ingredient_CHOLINE FENOFIBRATE,0.0
categorical__Ingredient_CHROMIC CHLORIDE,0.0
categorical__DF;Route_SUSPENSION;TOPICAL,0.0
categorical__Ingredient_CIDOFOVIR,0.0
categorical__Ingredient_CILASTATIN SODIUM; IMIPENEM,0.0
categorical__Ingredient_CILOSTAZOL,0.0
categorical__DF;Route_SUSPENSION/DROPS;OPHTHALMIC,0.0
categorical__DF;Route_SUPPOSITORY;VAGINAL,0.0
categorical__DF;Route_SUPPOSITORY;RECTAL,0.0
categorical__Ingredient_CIMETIDINE,0.0
categorical__DF;Route_SPRAY;NASAL,0.0
"categorical__DF;Route_SPRAY, METERED;NASAL",0.0
"categorical__DF;Route_TABLET, FOR SUSPENSION;ORAL",0.0
categorical__Ingredient_CIMETIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_CINACALCET HYDROCHLORIDE,0.0
"categorical__DF;Route_SOLUTION;PERFUSION, CARDIAC",0.0
categorical__Ingredient_CIPROFLOXACIN,0.0
categorical__Ingredient_CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,0.0
categorical__DF;Route_SOLUTION;OPHTHALMIC,0.0
categorical__Ingredient_CISATRACURIUM BESYLATE,0.0
categorical__Ingredient_CISPLATIN,0.0
categorical__Ingredient_CITALOPRAM HYDROBROMIDE,0.0
"categorical__DF;Route_SOLUTION;INTRAVENOUS, INTRAOCULAR, INTRAMUSCULAR, SUBCUTANEOUS",0.0
"categorical__DF;Route_SOLUTION;INTRAVENOUS, INTRAMUSCULAR, SUBCUTANEOUS, INTRAOSSEOUS, ENDOTRACHEAL",0.0
categorical__Ingredient_CLADRIBINE,0.0
categorical__Ingredient_CLARITHROMYCIN,0.0
"categorical__DF;Route_SOLUTION;INTRAMUSCULAR, SUBCUTANEOUS",0.0
categorical__Ingredient_CHLORPROMAZINE HYDROCHLORIDE,0.0
"categorical__DF;Route_TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL",0.0
categorical__DF;Route_ENEMA;RECTAL,0.0
categorical__Strength_0.005% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_0.01MG/2ML (0.005MG/ML),0.0
"categorical__Strength_0.01MG,0.01MG;1MG,N/A",0.0
categorical__Strength_0.01MG,0.0
categorical__Strength_0.015MG/24HR;0.12MG/24HR,0.0
categorical__Strength_0.014MG/24HR,0.0
categorical__Strength_0.01%;0.045%,0.0
categorical__Ingredient_CHLORDIAZEPOXIDE HYDROCHLORIDE,0.0
categorical__Strength_0.005MG;1MG,0.0
categorical__Strength_0.005MG/VIAL,0.0
categorical__Strength_0.005MG/ML;4%,0.0
categorical__Strength_0.005MG/ML;2%,0.0
categorical__Strength_0.005MG/ML;1.5%,0.0
categorical__Strength_0.005MG/ML;0.5%,0.0
categorical__Strength_0.005MG/ML (0.005MG/ML),0.0
categorical__Strength_0.005%,0.0
"categorical__DF;Route_TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL",0.0
categorical__Strength_0.004MG/ML,0.0
categorical__Strength_0.004MG,0.0
categorical__Ingredient_CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,0.0
categorical__Strength_0.002MG/ML (0.002MG/ML),0.0
categorical__Strength_0.0025MG;0.5MG,0.0
categorical__Strength_0.001MG/ML,0.0
categorical__Strength_0.0015%,0.0
categorical__DF;Route_TROCHE/LOZENGE;ORAL,0.0
categorical__DF;Route_TABLET;VAGINAL,0.0
categorical__DF;Route_TABLET;SUBLINGUAL,0.0
categorical__Ingredient_CHLOROPROCAINE HYDROCHLORIDE,0.0
categorical__DF;Route_TABLET;ORAL-21,0.0
categorical__Ingredient_CHLOROQUINE PHOSPHATE,0.0
categorical__Ingredient_CHLOROTHIAZIDE SODIUM,0.0
categorical__Ingredient_CLEMASTINE FUMARATE,0.0
categorical__Ingredient_CLINDAMYCIN HYDROCHLORIDE,0.0
categorical__Ingredient_CLINDAMYCIN PALMITATE HYDROCHLORIDE,0.0
categorical__Ingredient_DALFAMPRIDINE,0.0
"categorical__DF;Route_LOTION, AUGMENTED;TOPICAL",0.0
categorical__Ingredient_CYCLOBENZAPRINE HYDROCHLORIDE,0.0
categorical__Ingredient_CYCLOPENTOLATE HYDROCHLORIDE,0.0
categorical__DF;Route_LIQUID;IRRIGATION,0.0
categorical__Ingredient_CYCLOPHOSPHAMIDE,0.0
categorical__DF;Route_JELLY;TOPICAL,0.0
categorical__DF;Route_INSERT;VAGINAL,0.0
categorical__Ingredient_CYTARABINE,0.0
categorical__DF;Route_INJECTABLE;SPINAL,0.0
categorical__Ingredient_DABIGATRAN ETEXILATE MESYLATE,0.0
categorical__Ingredient_DACARBAZINE,0.0
categorical__DF;Route_INJECTABLE;INTRATHECAL,0.0
categorical__Ingredient_DACTINOMYCIN,0.0
categorical__Ingredient_DALBAVANCIN HYDROCHLORIDE,0.0
categorical__Ingredient_DANAZOL,0.0
categorical__Ingredient_CLOBAZAM,0.0
categorical__DF;Route_GRANULE;ORAL,0.0
categorical__Ingredient_DANTROLENE SODIUM,0.0
categorical__Ingredient_DAPAGLIFLOZIN,0.0
categorical__DF;Route_GEL;RECTAL,0.0
categorical__DF;Route_GEL;OPHTHALMIC,0.0
categorical__Ingredient_DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,0.0
"categorical__DF;Route_GEL, AUGMENTED;TOPICAL",0.0
categorical__DF;Route_GAS;INHALATION,0.0
categorical__Ingredient_DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,0.0
"categorical__DF;Route_FOR SUSPENSION, EXTENDED RELEASE;ORAL",0.0
"categorical__DF;Route_FOR SUSPENSION, DELAYED RELEASE;ORAL",0.0
categorical__Ingredient_DAPSONE,0.0
categorical__DF;Route_FOR SOLUTION;INHALATION,0.0
"categorical__DF;Route_FILM;BUCCAL, SUBLINGUAL",0.0
categorical__Ingredient_CYANOCOBALAMIN,0.0
categorical__DF;Route_OIL/DROPS;OTIC,0.0
categorical__DF;Route_OIL;TOPICAL,0.0
"categorical__DF;Route_OINTMENT, AUGMENTED;TOPICAL",0.0
"categorical__DF;Route_SOLUTION;INJECTION, ORAL, RECTAL",0.0
"categorical__DF;Route_SOLUTION;INJECTION, ORAL",0.0
categorical__Ingredient_CLOCORTOLONE PIVALATE,0.0
categorical__Ingredient_CLOFARABINE,0.0
categorical__Ingredient_CLOMIPHENE CITRATE,0.0
categorical__Ingredient_CLOMIPRAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_CLONAZEPAM,0.0
categorical__DF;Route_SOLUTION/DROPS;TOPICAL,0.0
categorical__DF;Route_SOLUTION/DROPS;OTIC,0.0
categorical__Ingredient_CLOPIDOGREL BISULFATE,0.0
categorical__Ingredient_CLORAZEPATE DIPOTASSIUM,0.0
categorical__Ingredient_CLOTRIMAZOLE,0.0
categorical__Ingredient_CLOZAPINE,0.0
categorical__DF;Route_RING;VAGINAL,0.0
categorical__DF;Route_POWDER;TOPICAL,0.0
categorical__DF;Route_POWDER;SUBCUTANEOUS,0.0
categorical__Ingredient_CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_CODEINE SULFATE,0.0
categorical__Ingredient_COLCHICINE,0.0
categorical__Ingredient_COLCHICINE; PROBENECID,0.0
categorical__Ingredient_COLESEVELAM HYDROCHLORIDE,0.0
categorical__Ingredient_COLESTIPOL HYDROCHLORIDE,0.0
categorical__Ingredient_COLISTIMETHATE SODIUM,0.0
categorical__Ingredient_COSYNTROPIN,0.0
categorical__DF;Route_OINTMENT;TRANSDERMAL,0.0
categorical__Ingredient_CROMOLYN SODIUM,0.0
categorical__Ingredient_CUPRIC CHLORIDE,0.0
categorical__DF;Route_OINTMENT;INTRA-ANAL,0.0
categorical__Strength_12.5GM/50ML,0.0
