Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,TE_Eligible,Alternative_Drug,Alternative_Trade_Name,Alternative_TE_Code,TE_Decision
AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,TABLET;ORAL,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",TEVA PHARMS USA,EQ 10MG BASE;25MG;40MG,A,202491,5,AB,"Nov 3, 2016",False,False,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,False,2016-11-03,True,TRIBENZOR,200175,5,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BARICITINIB,TABLET;ORAL,OLUMIANT,MSN,4MG,A,217585,3,AB,"Aug 8, 2025",False,False,RX,MSN LABORATORIES PRIVATE LTD,TABLET,ORAL,False,2025-08-08,True,OLUMIANT,207924,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,AMNEAL,1MG,A,213385,1,AB,"Jun 16, 2020",False,False,RX,AMNEAL EU LTD,TABLET,ORAL,False,2020-06-16,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,AUROBINDO PHARMA LTD,1MG,A,215671,1,AB,"Nov 16, 2021",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2021-11-16,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,JUBILANT CADISTA,1MG,A,40611,1,AB,"Jun 6, 2005",False,False,RX,JUBILANT CADISTA PHARMACEUTICALS INC,TABLET,ORAL,False,2005-06-06,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,NOVITIUM PHARMA,1MG,A,215246,1,AB,"Jul 6, 2021",False,False,RX,NOVITIUM PHARMA LLC,TABLET,ORAL,False,2021-07-06,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,PH HEALTH,1MG,A,40584,1,AB,"Dec 21, 2004",False,False,RX,PH HEALTH LTD,TABLET,ORAL,False,2004-12-21,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,STRIDES PHARMA,1MG,A,210785,1,AB,"Sep 2, 2020",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,False,2020-09-02,True,PREDNISONE,80352,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,AMNEAL,10MG,A,213386,1,AB,"Jun 24, 2020",False,False,RX,AMNEAL EU LTD,TABLET,ORAL,False,2020-06-24,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,AUROBINDO PHARMA LTD,10MG,A,215672,3,AB,"Mar 28, 2022",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2022-03-28,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,JUBILANT CADISTA,10MG,A,40362,1,AB,"Aug 29, 2001",False,False,RX,JUBILANT CADISTA PHARMACEUTICALS INC,TABLET,ORAL,False,2001-08-29,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,MYLAN,10MG,A,83677,3,AB,"Dec 4, 1985",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,1985-12-04,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,NOVITIUM PHARMA,10MG,A,211575,3,AB,"Nov 15, 2019",False,False,RX,NOVITIUM PHARMA LLC,TABLET,ORAL,False,2019-11-15,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,PH HEALTH,10MG,A,40256,2,AB,"Jul 12, 2002",False,False,RX,PH HEALTH LTD,TABLET,ORAL,False,2002-07-12,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,POINTVIEW HLDINGS,10MG,A,212629,2,AB,"Dec 5, 2023",False,False,RX,POINTVIEW HOLDINGS LLC,TABLET,ORAL,False,2023-12-05,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,STRIDES PHARMA,10MG,A,208412,1,AB,"Feb 11, 2021",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,False,2021-02-11,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,SUN PHARM INDUSTRIES,10MG,A,89247,3,AB,"Dec 4, 1985",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES INC,TABLET,ORAL,False,1985-12-04,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,WATSON LABS,10MG,A,85162,1,AB,"Approved Prior to Jan 1, 1982",False,False,RX,WATSON LABORATORIES INC,TABLET,ORAL,True,,True,PREDNISONE,80352,4,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,AUROBINDO PHARMA LTD,50MG,A,215672,5,AB,"Mar 28, 2022",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2022-03-28,True,PREDNISONE,80352,6,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,JUBILANT CADISTA,50MG,A,40362,5,AB,"Apr 17, 2023",False,False,RX,JUBILANT CADISTA PHARMACEUTICALS INC,TABLET,ORAL,False,2023-04-17,True,PREDNISONE,80352,6,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,NOVITIUM PHARMA,50MG,A,211575,5,AB,"Nov 15, 2019",False,False,RX,NOVITIUM PHARMA LLC,TABLET,ORAL,False,2019-11-15,True,PREDNISONE,80352,6,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
PREDNISONE,TABLET;ORAL,PREDNISONE,STRIDES PHARMA,50MG,A,208412,3,AB,"Jan 11, 2022",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,False,2022-01-11,True,PREDNISONE,80352,6,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ALVOGEN,5MG,A,202116,1,AB,"Dec 30, 2011",False,False,RX,ALVOGEN INC,TABLET,ORAL,False,2011-12-30,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ALVOGEN,5MG,A,202116,1,AB,"Dec 30, 2011",False,False,RX,ALVOGEN INC,TABLET,ORAL,False,2011-12-30,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AMNEAL PHARMS,5MG,A,203638,1,AB,"Jun 3, 2014",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2014-06-03,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AMNEAL PHARMS,5MG,A,203638,1,AB,"Jun 3, 2014",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2014-06-03,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ASCENT PHARMS INC,5MG,A,207418,3,AB,"Nov 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-11-14,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ASCENT PHARMS INC,5MG,A,207418,3,AB,"Nov 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-11-14,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AUROLIFE PHARMA LLC,5MG,A,202160,1,AB,"Nov 19, 2012",False,False,RX,AUROLIFE PHARMA LLC,TABLET,ORAL,False,2012-11-19,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AUROLIFE PHARMA LLC,5MG,A,202160,1,AB,"Nov 19, 2012",False,False,RX,AUROLIFE PHARMA LLC,TABLET,ORAL,False,2012-11-19,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AVANTHI INC,5MG,A,91393,1,AB,"Aug 31, 2009",False,False,RX,AVANTHI INC,TABLET,ORAL,False,2009-08-31,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AVANTHI INC,5MG,A,91393,1,AB,"Aug 31, 2009",False,False,RX,AVANTHI INC,TABLET,ORAL,False,2009-08-31,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,EPIC PHARMA LLC,5MG,A,90895,1,AB,"Aug 24, 2009",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2009-08-24,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,EPIC PHARMA LLC,5MG,A,90895,1,AB,"Aug 24, 2009",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2009-08-24,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,EPIC PHARMA LLC,5MG,A,202662,1,AB,"Sep 22, 2015",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2015-09-22,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,EPIC PHARMA LLC,5MG,A,202662,1,AB,"Sep 22, 2015",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2015-09-22,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,NUVO PHARM,5MG,A,207119,1,AB,"Apr 12, 2016",False,False,RX,NUVO PHARMACEUTICAL INC,TABLET,ORAL,False,2016-04-12,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,NUVO PHARM,5MG,A,207119,1,AB,"Apr 12, 2016",False,False,RX,NUVO PHARMACEUTICAL INC,TABLET,ORAL,False,2016-04-12,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,RHODES PHARMS,5MG,A,91490,1,AB,"Mar 9, 2011",False,False,RX,RHODES PHARMACEUTICALS LP,TABLET,ORAL,False,2011-03-09,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,RHODES PHARMS,5MG,A,91490,1,AB,"Mar 9, 2011",False,False,RX,RHODES PHARMACEUTICALS LP,TABLET,ORAL,False,2011-03-09,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,SPECGX LLC,5MG,A,76758,3,AB,"Mar 19, 2007",False,False,RX,SPECGX LLC,TABLET,ORAL,False,2007-03-19,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,SPECGX LLC,5MG,A,76758,3,AB,"Mar 19, 2007",False,False,RX,SPECGX LLC,TABLET,ORAL,False,2007-03-19,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,STRIDES PHARMA INTL,5MG,A,77712,3,AB,"Mar 2, 2009",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,TABLET,ORAL,False,2009-03-02,True,OXAYDO,202080,1,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,STRIDES PHARMA INTL,5MG,A,77712,3,AB,"Mar 2, 2009",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,TABLET,ORAL,False,2009-03-02,True,ROXICODONE,21011,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANI PHARMS,150MG,A,78005,1,AB,"Dec 11, 2007",False,False,RX,ANI PHARMACEUTICALS INC,TABLET,ORAL,False,2007-12-11,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANNORA PHARMA,150MG,A,215939,1,AB,"Jan 11, 2022",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2022-01-11,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,BRECKENRIDGE PHARM,150MG,A,78069,1,AB,"Jan 11, 2008",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2008-01-11,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,EPIC PHARMA LLC,150MG,A,219556,1,AB,"Mar 2, 2026",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2026-03-02,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,GLENMARK PHARMS LTD,150MG,A,77802,1,AB,"Oct 9, 2007",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,150MG,A,77747,1,AB,"Apr 9, 2008",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2008-04-09,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,150MG,A,207717,1,AB,"Mar 5, 2024",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2024-03-05,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,SUN PHARM INDS,150MG,A,77794,1,AB,"Oct 9, 2007",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,TARO,150MG,A,77801,1,AB,"Nov 15, 2007",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-11-15,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,UMEDICA LABS PVT,150MG,A,218341,1,AB,"Apr 29, 2026",False,False,RX,UMEDICA LABORATORIES PVT LTD,TABLET,ORAL,False,2026-04-29,True,TRILEPTAL,21014,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANI PHARMS,300MG,A,78005,2,AB,"Dec 11, 2007",False,False,RX,ANI PHARMACEUTICALS INC,TABLET,ORAL,False,2007-12-11,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANNORA PHARMA,300MG,A,215939,2,AB,"Jan 11, 2022",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2022-01-11,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,BRECKENRIDGE PHARM,300MG,A,78069,2,AB,"Jan 11, 2008",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2008-01-11,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,EPIC PHARMA LLC,300MG,A,219556,2,AB,"Mar 2, 2026",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2026-03-02,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,GLENMARK PHARMS LTD,300MG,A,77802,2,AB,"Oct 9, 2007",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,300MG,A,77747,2,AB,"Apr 9, 2008",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2008-04-09,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,300MG,A,207717,2,AB,"Mar 5, 2024",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2024-03-05,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,SUN PHARM INDS,300MG,A,77794,2,AB,"Oct 9, 2007",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,TARO,300MG,A,77801,2,AB,"Nov 15, 2007",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-11-15,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,UMEDICA LABS PVT,300MG,A,218341,2,AB,"Apr 29, 2026",False,False,RX,UMEDICA LABORATORIES PVT LTD,TABLET,ORAL,False,2026-04-29,True,TRILEPTAL,21014,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANI PHARMS,600MG,A,78005,3,AB,"Dec 11, 2007",False,False,RX,ANI PHARMACEUTICALS INC,TABLET,ORAL,False,2007-12-11,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,ANNORA PHARMA,600MG,A,215939,3,AB,"Jan 11, 2022",False,False,RX,ANNORA PHARMA PRIVATE LTD,TABLET,ORAL,False,2022-01-11,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,BRECKENRIDGE PHARM,600MG,A,78069,3,AB,"Jan 11, 2008",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2008-01-11,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,EPIC PHARMA LLC,600MG,A,219556,3,AB,"Mar 2, 2026",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2026-03-02,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,GLENMARK PHARMS LTD,600MG,A,77802,3,AB,"Oct 9, 2007",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,600MG,A,77747,3,AB,"Apr 9, 2008",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2008-04-09,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,RUBICON RESEARCH,600MG,A,207717,3,AB,"Mar 5, 2024",False,False,RX,RUBICON RESEARCH LTD,TABLET,ORAL,False,2024-03-05,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,SUN PHARM INDS,600MG,A,77794,3,AB,"Oct 9, 2007",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-10-09,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,TARO,600MG,A,77801,3,AB,"Nov 15, 2007",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-11-15,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXCARBAZEPINE,TABLET;ORAL,OXCARBAZEPINE,UMEDICA LABS PVT,600MG,A,218341,3,AB,"Apr 29, 2026",False,False,RX,UMEDICA LABORATORIES PVT LTD,TABLET,ORAL,False,2026-04-29,True,TRILEPTAL,21014,3,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ALVOGEN,15MG,A,202116,2,AB,"Dec 30, 2011",False,False,RX,ALVOGEN INC,TABLET,ORAL,False,2011-12-30,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AMNEAL PHARMS,15MG,A,203638,3,AB,"Jun 3, 2014",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2014-06-03,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,ASCENT PHARMS INC,15MG,A,207418,1,AB,"Aug 7, 2017",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2017-08-07,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AUROLIFE PHARMA LLC,15MG,A,202160,2,AB,"Nov 19, 2012",False,False,RX,AUROLIFE PHARMA LLC,TABLET,ORAL,False,2012-11-19,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,AVANTHI INC,15MG,A,91393,3,AB,"Aug 31, 2009",False,False,RX,AVANTHI INC,TABLET,ORAL,False,2009-08-31,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
OXYCODONE HYDROCHLORIDE,TABLET;ORAL,OXYCODONE HYDROCHLORIDE,EPIC PHARMA LLC,15MG,A,90895,2,AB,"Aug 24, 2009",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2009-08-24,True,ROXICODONE,21011,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
