Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,TE_Eligible,Alternative_Drug,Alternative_Trade_Name,Alternative_TE_Code,TE_Decision
CLOBETASOL PROPIONATE,SHAMPOO;TOPICAL,CLOBETASOL PROPIONATE,AMNEAL,0.05%,A,214895,1,AB,"Jun 14, 2021",False,False,RX,AMNEAL PHARMACEUTICALS LLC,SHAMPOO,TOPICAL,False,2021-06-14,True,CLOBEX,21644,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
CLOBETASOL PROPIONATE,SHAMPOO;TOPICAL,CLOBETASOL PROPIONATE,PADAGIS ISRAEL,0.05%,A,90974,1,AB,"Aug 9, 2012",False,False,RX,PADAGIS ISRAEL PHARMACEUTICALS LTD,SHAMPOO,TOPICAL,False,2012-08-09,True,CLOBEX,21644,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
CLOBETASOL PROPIONATE,SHAMPOO;TOPICAL,CLOBETASOL PROPIONATE,SUN PHARMA CANADA,0.05%,A,214867,1,AB,"Mar 25, 2021",False,False,RX,SUN PHARMA CANADA INC,SHAMPOO,TOPICAL,False,2021-03-25,True,CLOBEX,21644,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.25% BASE,A,212942,1,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOLOL MALEATE,20963,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.25% BASE,A,212942,1,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOPTIC-XE,20330,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,DR REDDYS,EQ 0.25% BASE,A,215733,1,AB,"Sep 22, 2022",False,False,RX,DR REDDYS LABORATORIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-09-22,True,TIMOLOL MALEATE,20963,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,DR REDDYS,EQ 0.25% BASE,A,215733,1,AB,"Sep 22, 2022",False,False,RX,DR REDDYS LABORATORIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-09-22,True,TIMOPTIC-XE,20330,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,GLAND,EQ 0.25% BASE,A,214645,1,AB,"Jun 24, 2022",False,False,RX,GLAND PHARMA LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-06-24,True,TIMOLOL MALEATE,20963,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,GLAND,EQ 0.25% BASE,A,214645,1,AB,"Jun 24, 2022",False,False,RX,GLAND PHARMA LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-06-24,True,TIMOPTIC-XE,20330,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,SOMERSET THERAPS LLC,EQ 0.25% BASE,A,210640,1,AB,"Sep 16, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2024-09-16,True,TIMOLOL MALEATE,20963,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,SOMERSET THERAPS LLC,EQ 0.25% BASE,A,210640,1,AB,"Sep 16, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2024-09-16,True,TIMOPTIC-XE,20330,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.5% BASE,A,212942,2,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.5% BASE,A,212942,2,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,DR REDDYS,EQ 0.5% BASE,A,215733,2,AB,"Sep 22, 2022",False,False,RX,DR REDDYS LABORATORIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-09-22,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,DR REDDYS,EQ 0.5% BASE,A,215733,2,AB,"Sep 22, 2022",False,False,RX,DR REDDYS LABORATORIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2022-09-22,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,EUGIA PHARMA,EQ 0.5% BASE,A,213540,1,AB,"Mar 23, 2023",False,False,RX,EUGIA PHARMA SPECIALITIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2023-03-23,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,EUGIA PHARMA,EQ 0.5% BASE,A,213540,1,AB,"Mar 23, 2023",False,False,RX,EUGIA PHARMA SPECIALITIES LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2023-03-23,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,GLAND,EQ 0.5% BASE,A,214645,2,AB,"Feb 14, 2023",False,False,RX,GLAND PHARMA LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2023-02-14,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,GLAND,EQ 0.5% BASE,A,214645,2,AB,"Feb 14, 2023",False,False,RX,GLAND PHARMA LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2023-02-14,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,SOMERSET THERAPS LLC,EQ 0.5% BASE,A,210640,2,AB,"Sep 16, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2024-09-16,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,SOMERSET THERAPS LLC,EQ 0.5% BASE,A,210640,2,AB,"Sep 16, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2024-09-16,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,ALEMBIC,0.1%,A,216909,1,AB,"Aug 1, 2023",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,SOLUTION/DROPS,OPHTHALMIC,False,2023-08-01,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,APOTEX,0.1%,A,78480,1,AB,"Dec 21, 2022",False,False,RX,APOTEX INC,SOLUTION/DROPS,OPHTHALMIC,False,2022-12-21,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,GLAND,0.1%,A,219219,1,AB,"Mar 11, 2026",False,False,RX,GLAND PHARMA LTD,SOLUTION/DROPS,OPHTHALMIC,False,2026-03-11,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,LUPIN,0.1%,A,213215,1,AB,"Aug 26, 2024",False,False,RX,LUPIN LTD,SOLUTION/DROPS,OPHTHALMIC,False,2024-08-26,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,MANKIND PHARMA,0.1%,A,220398,1,AB,"Apr 16, 2026",False,False,RX,MANKIND PHARMA LTD,SOLUTION/DROPS,OPHTHALMIC,False,2026-04-16,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,MICRO LABS,0.1%,A,218558,1,AB,"May 7, 2026",False,False,RX,MICRO LABS LTD,SOLUTION/DROPS,OPHTHALMIC,False,2026-05-07,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,SANDOZ,0.1%,A,203172,1,AB,"Mar 4, 2024",False,False,RX,SANDOZ INC,SOLUTION/DROPS,OPHTHALMIC,False,2024-03-04,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE,SOMERSET THERAPS LLC,0.1%,A,216906,1,AB,"Aug 9, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,SOLUTION/DROPS,OPHTHALMIC,False,2024-08-09,True,ALPHAGAN P,21770,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BIMATOPROST,SOLUTION/DROPS;OPHTHALMIC,BIMATOPROST,AMNEAL,0.01%,A,217289,1,AB,"Sep 22, 2025",False,False,RX,AMNEAL EU LTD,SOLUTION/DROPS,OPHTHALMIC,False,2025-09-22,True,LUMIGAN,22184,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BIMATOPROST,SOLUTION/DROPS;OPHTHALMIC,BIMATOPROST,MANKIND PHARMA,0.01%,A,218196,1,AB,"Mar 17, 2025",False,False,RX,MANKIND PHARMA LTD,SOLUTION/DROPS,OPHTHALMIC,False,2025-03-17,True,LUMIGAN,22184,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,ALEMBIC,0.2%;EQ 0.5% BASE,A,215230,1,AB,"Aug 25, 2023",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,SOLUTION/DROPS,OPHTHALMIC,False,2023-08-25,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,APOTEX,0.2%;EQ 0.5% BASE,A,91442,1,AB,"Apr 20, 2022",False,False,RX,APOTEX INC,SOLUTION/DROPS,OPHTHALMIC,False,2022-04-20,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,CAPLIN,0.2%;EQ 0.5% BASE,A,219093,1,AB,"Feb 25, 2025",False,False,RX,CAPLIN STERILES LTD,SOLUTION/DROPS,OPHTHALMIC,False,2025-02-25,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,GLAND,0.2%;EQ 0.5% BASE,A,219166,1,AB,"Jun 11, 2026",False,False,RX,GLAND PHARMA LTD,SOLUTION/DROPS,OPHTHALMIC,False,2026-06-11,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,GLENMARK PHARMS LTD,0.2%;EQ 0.5% BASE,A,214987,1,AB,"May 16, 2024",False,False,RX,GLENMARK PHARMACEUTICALS LTD,SOLUTION/DROPS,OPHTHALMIC,False,2024-05-16,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,REGCON HOLDINGS,0.2%;EQ 0.5% BASE,A,201949,1,AB,"Oct 4, 2022",False,False,RX,REGCON HOLDINGS LLC,SOLUTION/DROPS,OPHTHALMIC,False,2022-10-04,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,SABA ILAC SANAYIVE,0.2%;EQ 0.5% BASE,A,217934,1,AB,"Jul 1, 2026",False,False,RX,SABA ILAC SANAYIVE TICARET AS,SOLUTION/DROPS,OPHTHALMIC,False,2026-07-01,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,SANDOZ,0.2%;EQ 0.5% BASE,A,91087,1,AB,"Apr 4, 2022",False,False,RX,SANDOZ INC,SOLUTION/DROPS,OPHTHALMIC,False,2022-04-04,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
BRIMONIDINE TARTRATE; TIMOLOL MALEATE,SOLUTION/DROPS;OPHTHALMIC,BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,SENTISS,0.2%;EQ 0.5% BASE,A,91086,1,AB,"Oct 31, 2022",False,False,RX,SENTISS AG,SOLUTION/DROPS,OPHTHALMIC,False,2022-10-31,True,COMBIGAN,21398,1,AB,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
