Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates
OMEPRAZOLE; SODIUM BICARBONATE,FOR SUSPENSION;ORAL,OMEPRAZOLE AND SODIUM BICARBONATE,NOVITIUM PHARMA,20MG/PACKET;1.68GM/PACKET,A,219161,001,AB,"Dec 10, 2025",False,False,RX,NOVITIUM PHARMA LLC,FOR SUSPENSION,ORAL,False,2025-12-10,True,ZEGERID OTC,022283,001,,0.0,,,,0.0,,
OMEPRAZOLE; SODIUM BICARBONATE,FOR SUSPENSION;ORAL,OMEPRAZOLE AND SODIUM BICARBONATE,STRIDES PHARMA INTL,20MG/PACKET;1.68GM/PACKET,A,079182,001,AB,"Apr 19, 2013",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,FOR SUSPENSION,ORAL,False,2013-04-19,True,ZEGERID OTC,022283,001,,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,AJANTA PHARMA LTD,EQ 6MG BASE/ML,A,212784,001,AB,"May 27, 2020",False,False,RX,AJANTA PHARMA LTD,FOR SUSPENSION,ORAL,False,2020-05-27,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,ALEMBIC,EQ 6MG BASE/ML,A,218307,001,AB,"Jun 25, 2026",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,FOR SUSPENSION,ORAL,False,2026-06-25,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,ALVOGEN,EQ 6MG BASE/ML,A,208823,001,AB,"Oct 31, 2017",False,False,RX,ALVOGEN INC,FOR SUSPENSION,ORAL,False,2017-10-31,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,AUROBINDO PHARMA LTD,EQ 6MG BASE/ML,A,218131,001,AB,"May 10, 2024",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2024-05-10,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,EPIC PHARMA LLC,EQ 6MG BASE/ML,A,215538,001,AB,"Feb 14, 2023",False,False,RX,EPIC PHARMA LLC,FOR SUSPENSION,ORAL,False,2023-02-14,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,HETERO LABS LTD V,EQ 6MG BASE/ML,A,209590,001,AB,"Mar 28, 2022",False,False,RX,HETERO LABS LTD UNIT V,FOR SUSPENSION,ORAL,False,2022-03-28,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,INVAGEN PHARMS,EQ 6MG BASE/ML,A,212858,001,AB,"Aug 30, 2021",False,False,RX,INVAGEN PHARMACEUTICALS INC,FOR SUSPENSION,ORAL,False,2021-08-30,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,JUBILANT GENERICS,EQ 6MG BASE/ML,A,213695,001,AB,"Mar 3, 2025",False,False,RX,JUBILANT GENERICS LTD,FOR SUSPENSION,ORAL,False,2025-03-03,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,LUPIN,EQ 6MG BASE/ML,A,208347,001,AB,"Feb 20, 2018",False,False,RX,LUPIN INC,FOR SUSPENSION,ORAL,False,2018-02-20,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,MSN,EQ 6MG BASE/ML,A,215313,001,AB,"May 2, 2022",False,False,RX,MSN LABORATORIES PRIVATE LTD,FOR SUSPENSION,ORAL,False,2022-05-02,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,PHARMOBEDIENT,EQ 6MG BASE/ML,A,217303,001,AB,"Jul 2, 2024",False,False,RX,PHARMOBEDIENT CONSULTING LLC,FOR SUSPENSION,ORAL,False,2024-07-02,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,STRIDES PHARMA,EQ 6MG BASE/ML,A,211894,001,AB,"Jan 13, 2022",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,FOR SUSPENSION,ORAL,False,2022-01-13,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,SUNSHINE,EQ 6MG BASE/ML,A,213594,001,AB,"Jan 5, 2022",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,FOR SUSPENSION,ORAL,False,2022-01-05,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,TEVA PHARMS USA,EQ 6MG BASE/ML,A,211125,001,AB,"Feb 27, 2019",False,False,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2019-02-27,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
OSELTAMIVIR PHOSPHATE,FOR SUSPENSION;ORAL,OSELTAMIVIR PHOSPHATE,ZYDUS PHARMS,EQ 6MG BASE/ML,A,209113,001,AB,"Sep 14, 2017",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2017-09-14,True,TAMIFLU,021246,002,AB,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,AUROBINDO PHARMA,2.4GM/PACKET,A,207624,002,AB,"Jun 13, 2017",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2017-06-13,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,CHARTWELL RX,2.4GM/PACKET,A,217319,002,AB,"Mar 2, 2023",False,False,RX,CHARTWELL RX SCIENCES LLC,FOR SUSPENSION,ORAL,False,2023-03-02,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,DR REDDYS,2.4GM/PACKET,A,210464,002,AB,"Oct 25, 2018",False,False,RX,DR REDDYS LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2018-10-25,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,IMPAX,2.4GM/PACKET,A,211316,002,AB,"Nov 20, 2020",False,False,RX,IMPAX LABORATORIES LLC,FOR SUSPENSION,ORAL,False,2020-11-20,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,MACLEODS PHARMS LTD,2.4GM/PACKET,A,207291,002,AB,"Apr 25, 2024",False,False,RX,MACLEODS PHARMACEUTICALS LTD,FOR SUSPENSION,ORAL,False,2024-04-25,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,STRIDES PHARMA INTL,2.4GM/PACKET,A,211917,002,AB,"Sep 8, 2023",False,True,RX,STRIDES PHARMA INTERNATIONAL AG,FOR SUSPENSION,ORAL,False,2023-09-08,True,RENVELA,022318,002,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,AUROBINDO PHARMA,800MG/PACKET,A,207624,001,AB,"Jun 13, 2017",False,False,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2017-06-13,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,BIONPHARMA,800MG/PACKET,A,209374,001,AB,"May 17, 2021",False,False,RX,BIONPHARMA INC,FOR SUSPENSION,ORAL,False,2021-05-17,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,CHARTWELL RX,800MG/PACKET,A,217319,001,AB,"Mar 2, 2023",False,False,RX,CHARTWELL RX SCIENCES LLC,FOR SUSPENSION,ORAL,False,2023-03-02,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,DR REDDYS,800MG/PACKET,A,210464,001,AB,"Oct 25, 2018",False,False,RX,DR REDDYS LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2018-10-25,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,IMPAX,800MG/PACKET,A,211316,001,AB,"Nov 20, 2020",False,False,RX,IMPAX LABORATORIES LLC,FOR SUSPENSION,ORAL,False,2020-11-20,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,MACLEODS PHARMS LTD,800MG/PACKET,A,207291,001,AB,"Apr 25, 2024",False,False,RX,MACLEODS PHARMACEUTICALS LTD,FOR SUSPENSION,ORAL,False,2024-04-25,True,RENVELA,022318,001,,0.0,,,,0.0,,
SEVELAMER CARBONATE,FOR SUSPENSION;ORAL,SEVELAMER CARBONATE,STRIDES PHARMA INTL,800MG/PACKET,A,211917,001,AB,"Sep 8, 2023",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,FOR SUSPENSION,ORAL,False,2023-09-08,True,RENVELA,022318,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,AJANTA PHARMA LTD,EQ 10MG BASE/ML,A,212883,001,AB,"Nov 27, 2019",False,False,RX,AJANTA PHARMA LTD,FOR SUSPENSION,ORAL,False,2019-11-27,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,ALKEM LABS LTD,EQ 10MG BASE/ML,A,212440,001,AB,"Nov 27, 2019",False,False,RX,ALKEM LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2019-11-27,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,AMNEAL PHARMS,EQ 10MG BASE/ML,A,211092,001,AB,"Nov 27, 2019",False,False,RX,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,FOR SUSPENSION,ORAL,False,2019-11-27,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,AUROBINDO PHARMA LTD,EQ 10MG BASE/ML,A,214773,001,AB,"Dec 23, 2022",False,True,RX,AUROBINDO PHARMA LTD,FOR SUSPENSION,ORAL,False,2022-12-23,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,CHARTWELL RX,EQ 10MG BASE/ML,A,213814,001,AB,"Apr 29, 2021",False,False,RX,CHARTWELL RX SCIENCES LLC,FOR SUSPENSION,ORAL,False,2021-04-29,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,HETERO LABS LTD V,EQ 10MG BASE/ML,A,213014,001,AB,"May 11, 2021",False,False,RX,HETERO LABS LTD UNIT V,FOR SUSPENSION,ORAL,False,2021-05-11,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,INVAGEN PHARMS,EQ 10MG BASE/ML,A,213041,001,AB,"Aug 6, 2020",False,False,RX,INVAGEN PHARMACEUTICALS INC,FOR SUSPENSION,ORAL,False,2020-08-06,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,MSN,EQ 10MG BASE/ML,A,214641,001,AB,"Feb 8, 2022",False,False,RX,MSN LABORATORIES PRIVATE LTD,FOR SUSPENSION,ORAL,False,2022-02-08,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,NOVITIUM PHARMA,EQ 10MG BASE/ML,A,212260,001,AB,"May 31, 2019",False,False,RX,NOVITIUM PHARMA LLC,FOR SUSPENSION,ORAL,False,2019-05-31,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,TEVA PHARMS USA,EQ 10MG BASE/ML,A,211534,001,AB,"May 29, 2020",False,False,RX,TEVA PHARMACEUTICALS USA,FOR SUSPENSION,ORAL,False,2020-05-29,True,REVATIO,203109,001,,0.0,,,,0.0,,
SILDENAFIL CITRATE,FOR SUSPENSION;ORAL,SILDENAFIL CITRATE,ZYDUS LIFESCIENCES,EQ 10MG BASE/ML,A,215708,001,AB,"Sep 29, 2022",False,False,RX,ZYDUS LIFESCIENCES GLOBAL FZE,FOR SUSPENSION,ORAL,False,2022-09-29,True,REVATIO,203109,001,,0.0,,,,0.0,,
RIVAROXABAN,FOR SUSPENSION;ORAL,RIVAROXABAN,ALKEM LABS LTD,1MG/ML,A,218502,001,AB,"Jun 26, 2025",False,False,RX,ALKEM LABORATORIES LTD,FOR SUSPENSION,ORAL,False,2025-06-26,True,XARELTO,215859,001,AB,0.0,,,,0.0,,
RIVAROXABAN,FOR SUSPENSION;ORAL,RIVAROXABAN,APOTEX,1MG/ML,A,218427,001,AB,"Mar 2, 2026",False,False,RX,APOTEX INC,FOR SUSPENSION,ORAL,False,2026-03-02,True,XARELTO,215859,001,AB,0.0,,,,0.0,,
RIVAROXABAN,FOR SUSPENSION;ORAL,RIVAROXABAN,LUPIN,1MG/ML,A,218195,001,AB,"Sep 25, 2025",False,False,RX,LUPIN LTD,FOR SUSPENSION,ORAL,False,2025-09-25,True,XARELTO,215859,001,AB,0.0,,,,0.0,,
VORICONAZOLE,FOR SUSPENSION;ORAL,VORICONAZOLE,AMNEAL PHARMS,200MG/5ML,A,205034,001,AB,"Apr 13, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,FOR SUSPENSION,ORAL,False,2016-04-13,True,VFEND,021630,001,AB,0.0,,,,0.0,,
VORICONAZOLE,FOR SUSPENSION;ORAL,VORICONAZOLE,HETERO LABS LTD V,200MG/5ML,A,211598,001,AB,"Aug 8, 2025",False,False,RX,HETERO LABS LTD UNIT V,FOR SUSPENSION,ORAL,False,2025-08-08,True,VFEND,021630,001,AB,0.0,,,,0.0,,
VORICONAZOLE,FOR SUSPENSION;ORAL,VORICONAZOLE,NOVEL LABS INC,200MG/5ML,A,206799,001,AB,"May 31, 2016",False,False,RX,NOVEL LABORATORIES INC,FOR SUSPENSION,ORAL,False,2016-05-31,True,VFEND,021630,001,AB,0.0,,,,0.0,,
VORICONAZOLE,FOR SUSPENSION;ORAL,VORICONAZOLE,ZHEJIANG POLY PHARM,200MG/5ML,A,216805,001,AB,"Jan 2, 2024",False,False,RX,ZHEJIANG POLY PHARM CO LTD,FOR SUSPENSION,ORAL,False,2024-01-02,True,VFEND,021630,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,ACTAVIS LABS UT INC,1.62% (20.25MG/1.25GM ACTUATION),A,204570,001,AB,"Apr 10, 2019",False,False,RX,ACTAVIS LABORATORIES UT INC,"GEL, METERED",TRANSDERMAL,False,2019-04-10,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,AMNEAL,1.62% (20.25MG/1.25GM ACTUATION),A,207373,001,AB,"Apr 10, 2019",False,False,RX,AMNEAL PHARMACEUTICALS LLC,"GEL, METERED",TRANSDERMAL,False,2019-04-10,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,ENCUBE,1.62% (20.25MG/1.25GM ACTUATION),A,208620,001,AB,"Apr 10, 2019",False,False,RX,ENCUBE ETHICALS PRIVATE LTD,"GEL, METERED",TRANSDERMAL,False,2019-04-10,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,LUPIN,1.62% (20.25MG/1.25GM ACTUATION),A,208560,001,AB,"Apr 10, 2019",False,False,RX,LUPIN INC,"GEL, METERED",TRANSDERMAL,False,2019-04-10,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,PADAGIS ISRAEL,1.62% (20.25MG/1.25GM ACTUATION),A,204268,001,AB,"Aug 4, 2015",False,False,RX,PADAGIS ISRAEL PHARMACEUTICALS LTD,"GEL, METERED",TRANSDERMAL,False,2015-08-04,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
TESTOSTERONE,"GEL, METERED;TRANSDERMAL",TESTOSTERONE,XIROMED,1.62% (20.25MG/1.25GM ACTUATION),A,210835,001,AB,"Apr 16, 2020",False,False,RX,XIROMED PHARMA ESPANA SL,"GEL, METERED",TRANSDERMAL,False,2020-04-16,True,ANDROGEL,022309,001,AB,0.0,,,,0.0,,
ESTRADIOL,"GEL, METERED;TRANSDERMAL",ESTRADIOL,ENCUBE,0.06% (1.25GM/ACTIVATION),A,218214,001,AB,"May 11, 2026",False,False,RX,ENCUBE ETHICALS PRIVATE LTD,"GEL, METERED",TRANSDERMAL,False,2026-05-11,True,ESTROGEL,021166,002,AB,0.0,,,,0.0,,
ESTRADIOL,"GEL, METERED;TRANSDERMAL",ESTRADIOL,NOVITIUM PHARMA,0.06% (1.25GM/ACTIVATION),A,217882,001,AB,"Oct 23, 2024",False,False,RX,NOVITIUM PHARMA LLC,"GEL, METERED",TRANSDERMAL,False,2024-10-23,True,ESTROGEL,021166,002,AB,0.0,,,,0.0,,
ESTRADIOL,"GEL, METERED;TRANSDERMAL",ESTRADIOL,SOLARIS PHARMA CORP,0.06% (1.25GM/ACTIVATION),A,216160,001,AB,"Apr 22, 2024",False,False,RX,SOLARIS PHARMA CORP,"GEL, METERED",TRANSDERMAL,False,2024-04-22,True,ESTROGEL,021166,002,AB,0.0,,,,0.0,,
LOTEPREDNOL ETABONATE,GEL;OPHTHALMIC,LOTEPREDNOL ETABONATE,SENTISS,0.5%,A,212080,001,AB,"Feb 10, 2021",False,False,RX,SENTISS AG,GEL,OPHTHALMIC,False,2021-02-10,True,LOTEMAX,202872,001,AB,0.0,,,,0.0,,
LOTEPREDNOL ETABONATE,GEL;OPHTHALMIC,LOTEPREDNOL ETABONATE,SUN PHARM,0.5%,A,215384,001,AB,"Aug 9, 2023",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,GEL,OPHTHALMIC,False,2023-08-09,True,LOTEMAX,202872,001,AB,0.0,,,,0.0,,
LOTEPREDNOL ETABONATE,GEL;OPHTHALMIC,LOTEPREDNOL ETABONATE,LUPIN,0.38%,A,218087,001,AB,"Jun 30, 2025",False,False,RX,LUPIN LTD,GEL,OPHTHALMIC,False,2025-06-30,True,LOTEMAX SM,208219,001,AB,0.0,,,,0.0,,
DIAZEPAM,GEL;RECTAL,DIAZEPAM,NAVINTA LLC,2.5MG/0.5ML (5MG/ML),A,217468,001,AB,"Nov 14, 2025",False,False,RX,NAVINTA LLC,GEL,RECTAL,False,2025-11-14,True,DIASTAT,020648,001,AB,0.0,,,,0.0,,
DIAZEPAM,GEL;RECTAL,DIAZEPAM,NAVINTA LLC,10MG/2ML (5MG/ML),A,217468,002,AB,"Nov 14, 2025",False,False,RX,NAVINTA LLC,GEL,RECTAL,False,2025-11-14,True,DIASTAT ACUDIAL,020648,007,AB,0.0,,,,0.0,,
DIAZEPAM,GEL;RECTAL,DIAZEPAM,NOVEL LABS INC,10MG/2ML (5MG/ML),A,091076,001,AB,"May 30, 2023",False,False,RX,NOVEL LABORATORIES INC,GEL,RECTAL,False,2023-05-30,True,DIASTAT ACUDIAL,020648,007,AB,0.0,,,,0.0,,
DIAZEPAM,GEL;RECTAL,DIAZEPAM,NAVINTA LLC,20MG/4ML (5MG/ML),A,217468,003,AB,"Nov 14, 2025",False,False,RX,NAVINTA LLC,GEL,RECTAL,False,2025-11-14,True,DIASTAT ACUDIAL,020648,006,AB,0.0,,,,0.0,,
DIAZEPAM,GEL;RECTAL,DIAZEPAM,NOVEL LABS INC,20MG/4ML (5MG/ML),A,091076,002,AB,"May 30, 2023",False,False,RX,NOVEL LABORATORIES INC,GEL,RECTAL,False,2023-05-30,True,DIASTAT ACUDIAL,020648,006,AB,0.0,,,,0.0,,
BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,GEL;TOPICAL,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,ACTAVIS LABS UT INC,2.5%;EQ 1.2% BASE,A,205128,001,AB,"Jun 19, 2015",False,False,RX,ACTAVIS LABORATORIES UT INC,GEL,TOPICAL,False,2015-06-19,True,ACANYA,050819,001,AB,0.0,,,,0.0,,
BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,GEL;TOPICAL,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,ENCUBE,2.5%;EQ 1.2% BASE,A,207194,001,AB,"Aug 19, 2019",False,False,RX,ENCUBE ETHICALS PRIVATE LTD,GEL,TOPICAL,False,2019-08-19,True,ACANYA,050819,001,AB,0.0,,,,0.0,,
BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,GEL;TOPICAL,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,PADAGIS ISRAEL,2.5%;EQ 1.2% BASE,A,205397,001,AB,"Sep 9, 2019",False,False,RX,PADAGIS ISRAEL PHARMACEUTICALS LTD,GEL,TOPICAL,False,2019-09-09,True,ACANYA,050819,001,AB,0.0,,,,0.0,,
BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,GEL;TOPICAL,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,SUN PHARMA CANADA,2.5%;EQ 1.2% BASE,A,206575,001,AB,"Aug 19, 2019",False,False,RX,SUN PHARMA CANADA INC,GEL,TOPICAL,False,2019-08-19,True,ACANYA,050819,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,ALEMBIC,5%,A,213414,001,AB,"Jun 25, 2026",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,GEL,TOPICAL,False,2026-06-25,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,AMNEAL,5%,A,209890,001,AB,"Oct 19, 2023",False,False,RX,AMNEAL PHARMACEUTICALS LLC,GEL,TOPICAL,False,2023-10-19,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,AUROBINDO PHARMA LTD,5%,A,218457,001,AB,"Apr 4, 2025",False,False,RX,AUROBINDO PHARMA LTD,GEL,TOPICAL,False,2025-04-04,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,COSETTE PHARMS NC,5%,A,210178,001,AB,"Mar 31, 2022",False,False,RX,COSETTE PHARMACEUTICALS NC LABORATORIES LLC,GEL,TOPICAL,False,2022-03-31,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,ENCUBE,5%,A,212383,001,AB,"Oct 13, 2023",False,False,RX,ENCUBE ETHICALS PRIVATE LTD,GEL,TOPICAL,False,2023-10-13,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,SUN PHARMA CANADA,5%,A,209506,001,AB,"Oct 16, 2017",False,False,RX,SUN PHARMA CANADA INC,GEL,TOPICAL,False,2017-10-16,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,TP ANDA HOLDINGS,5%,A,213907,001,AB,"Jun 6, 2023",False,False,RX,TP ANDA HOLDINGS LLC,GEL,TOPICAL,False,2023-06-06,True,ACZONE,021794,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,ALEMBIC,7.5%,A,215718,001,AB,"Oct 27, 2023",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,GEL,TOPICAL,False,2023-10-27,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,AMNEAL,7.5%,A,212701,001,AB,"May 31, 2023",False,False,RX,AMNEAL PHARMACEUTICALS LLC,GEL,TOPICAL,False,2023-05-31,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,MYLAN,7.5%,A,213847,001,AB,"Feb 4, 2022",False,False,RX,MYLAN PHARMACEUTICALS INC,GEL,TOPICAL,False,2022-02-04,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,SUN PHARMA CANADA,7.5%,A,210191,001,AB,"Jun 26, 2019",False,False,RX,SUN PHARMA CANADA INC,GEL,TOPICAL,False,2019-06-26,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,TORRENT,7.5%,A,214722,001,AB,"Feb 10, 2022",False,False,RX,TORRENT PHARMACEUTICALS LTD,GEL,TOPICAL,False,2022-02-10,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,TP ANDA HOLDINGS,7.5%,A,213636,001,AB,"Aug 26, 2024",False,False,RX,TP ANDA HOLDINGS LLC,GEL,TOPICAL,False,2024-08-26,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
DAPSONE,GEL;TOPICAL,DAPSONE,ZYDUS LIFESCIENCES,7.5%,A,214019,001,AB,"May 8, 2024",False,False,RX,ZYDUS LIFESCIENCES GLOBAL FZE,GEL,TOPICAL,False,2024-05-08,True,ACZONE,207154,001,AB,0.0,,,,0.0,,
