Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,10MG,A,202683,003,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,10MG,A,205363,003,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY,021436,001,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,10MG,A,205363,003,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,10MG,A,206383,003,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY,021436,001,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,10MG,A,206383,003,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SUNSHINE,10MG,A,213037,003,AB,"Oct 2, 2023",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,TABLET,ORAL,False,2023-10-02,True,ABILIFY,021436,001,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SUNSHINE,10MG,A,213037,003,AB,"Oct 2, 2023",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,TABLET,ORAL,False,2023-10-02,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,10MG,A,201519,003,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,001,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,10MG,A,201519,003,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,10MG,A,203025,003,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY,021436,001,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,10MG,A,203025,003,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY MYCITE KIT,207202,003,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,15MG,A,206251,004,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,15MG,A,206251,004,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,15MG,A,206174,004,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,15MG,A,206174,004,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,15MG,A,202101,004,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,15MG,A,202101,004,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,15MG,A,207105,004,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,15MG,A,207105,004,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,15MG,A,204838,004,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,15MG,A,204838,004,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,15MG,A,203908,004,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,15MG,A,203908,004,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,15MG,A,205064,004,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,15MG,A,205064,004,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,15MG,A,204111,004,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,15MG,A,204111,004,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,15MG,A,202683,004,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,15MG,A,202683,004,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,15MG,A,205363,004,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,15MG,A,205363,004,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,15MG,A,206383,004,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,15MG,A,206383,004,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,15MG,A,201519,004,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,15MG,A,201519,004,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,15MG,A,203025,004,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY,021436,002,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,15MG,A,203025,004,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY MYCITE KIT,207202,004,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,20MG,A,206251,005,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,20MG,A,206251,005,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,20MG,A,206174,005,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,20MG,A,206174,005,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,20MG,A,202101,005,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,20MG,A,202101,005,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,20MG,A,207105,005,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,20MG,A,207105,005,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,20MG,A,204838,005,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,20MG,A,204838,005,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,20MG,A,203908,005,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,20MG,A,203908,005,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,20MG,A,205064,005,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,20MG,A,205064,005,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,20MG,A,204111,005,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,20MG,A,204111,005,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,20MG,A,202683,005,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,20MG,A,202683,005,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,20MG,A,205363,005,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,20MG,A,205363,005,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,20MG,A,206383,005,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,20MG,A,206383,005,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,20MG,A,201519,005,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,20MG,A,201519,005,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,20MG,A,203025,005,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY,021436,003,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,20MG,A,203025,005,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY MYCITE KIT,207202,005,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,30MG,A,206251,006,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ACCORD HLTHCARE,30MG,A,206251,006,AB,"Dec 7, 2016",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2016-12-07,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,30MG,A,206174,006,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AJANTA PHARMA LTD,30MG,A,206174,006,AB,"Sep 12, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-09-12,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,30MG,A,202101,006,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALEMBIC,30MG,A,202101,006,AB,"Apr 28, 2015",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,30MG,A,207105,006,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ALKEM LABS LTD,30MG,A,207105,006,AB,"Feb 21, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-02-21,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,30MG,A,204838,006,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AMNEAL PHARMS,30MG,A,204838,006,AB,"Jun 17, 2016",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2016-06-17,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,30MG,A,203908,006,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,AUROBINDO PHARMA,30MG,A,203908,006,AB,"Oct 8, 2015",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2015-10-08,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,30MG,A,205064,006,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,HETERO LABS LTD V,30MG,A,205064,006,AB,"Apr 28, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,30MG,A,204111,006,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,MACLEODS PHARMS LTD,30MG,A,204111,006,AB,"Oct 7, 2016",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2016-10-07,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,30MG,A,202683,006,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,ORBION PHARMS,30MG,A,202683,006,AB,"May 23, 2017",False,False,RX,ORBION PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2017-05-23,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,30MG,A,205363,006,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,PRINSTON INC,30MG,A,205363,006,AB,"Dec 4, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2017-12-04,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,30MG,A,206383,006,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,SCIEGEN PHARMS,30MG,A,206383,006,AB,"Sep 29, 2016",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2016-09-29,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,30MG,A,201519,006,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,TORRENT,30MG,A,201519,006,AB,"Apr 28, 2015",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-04-28,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,30MG,A,203025,006,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY,021436,004,AB,0.0,,,,0.0,,
ARIPIPRAZOLE,TABLET;ORAL,ARIPIPRAZOLE,UNICHEM,30MG,A,203025,006,AB,"Dec 1, 2021",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2021-12-01,True,ABILIFY MYCITE KIT,207202,006,,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,AMNEAL PHARMS,250MG,A,208327,001,AB,"Jan 7, 2019",False,False,RX,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,TABLET,ORAL,False,2019-01-07,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,APOTEX,250MG,A,208453,001,AB,"Oct 31, 2018",False,False,RX,APOTEX INC,TABLET,ORAL,False,2018-10-31,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
ABIRATERONE ACETATE,TABLET;ORAL,ABIRATERONE ACETATE,DR REDDYS,250MG,A,208416,001,AB,"May 18, 2020",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2020-05-18,True,ZYTIGA,202379,001,AB,0.0,,,,0.0,,
