Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,Predicted_TE_Code,TE_Score,Patent_Score,Exclusivity_Score,RS_Score,Final_Score,Rank
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,ACCORD HLTHCARE,240MG,A,210499,2,AB,"Sep 24, 2020",False,False,RX,ACCORD HEALTHCARE INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6697
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,TWI PHARMS,120MG,A,210382,1,AB,"Oct 14, 2020",False,False,RX,TWI PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-14,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6698
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,SOLA PHARMS,120MG,A,210436,1,AB,"Mar 26, 2021",False,False,RX,SOLA PHARMACEUTICALS,"CAPSULE, DELAYED RELEASE",ORAL,False,2021-03-26,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6699
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,PRINSTON INC,120MG,A,210414,1,AB,"Oct 18, 2022",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-10-18,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6700
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,MSN,120MG,A,210460,1,AB,"Sep 24, 2020",False,False,RX,MSN LABORATORIES PRIVATE LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6701
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,MACLEODS PHARMS LTD,120MG,A,210377,1,AB,"Jun 26, 2024",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2024-06-26,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6702
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,LUPIN,120MG,A,210226,1,AB,"Oct 5, 2020",False,False,RX,LUPIN INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-05,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6703
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,HETERO LABS LTD III,120MG,A,210500,1,AB,"Sep 24, 2020",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6704
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,GLENMARK PHARMS LTD,120MG,A,210309,1,AB,"Oct 6, 2020",False,False,RX,GLENMARK PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-10-06,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6705
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,AUROBINDO PHARMA,120MG,A,210385,1,AB,"Dec 22, 2022",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-12-22,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6706
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,AMNEAL,120MG,A,210402,1,AB,"Sep 24, 2020",False,False,RX,AMNEAL EU LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6707
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,ALKEM LABS LTD,120MG,A,210440,1,AB,"Sep 24, 2020",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6708
DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE;ORAL",DIMETHYL FUMARATE,ACCORD HLTHCARE,120MG,A,210499,1,AB,"Sep 24, 2020",False,False,RX,ACCORD HEALTHCARE INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2020-09-24,True,TECFIDERA,204063,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6709
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,TWI PHARMS,60MG,A,202666,2,AB,"Sep 16, 2022",False,False,RX,TWI PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-09-16,True,DEXILANT,22287,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6710
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,PH HEALTH,60MG,A,202294,1,AB,"Apr 19, 2017",False,False,RX,PH HEALTH LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2017-04-19,True,DEXILANT,22287,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6711
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,MYLAN,60MG,A,205205,2,AB,"Jan 19, 2024",False,False,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2024-01-19,True,DEXILANT,22287,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6712
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,ALEMBIC,60MG,A,219115,2,AB,"Nov 12, 2025",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2025-11-12,True,DEXILANT,22287,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6713
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,TWI PHARMS,30MG,A,202666,1,AB,"Sep 16, 2022",False,False,RX,TWI PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-09-16,True,DEXILANT,22287,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6714
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,PH HEALTH,30MG,A,202294,2,AB,"Jun 16, 2022",False,False,RX,PH HEALTH LTD,"CAPSULE, DELAYED RELEASE",ORAL,False,2022-06-16,True,DEXILANT,22287,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6715
DEXLANSOPRAZOLE,"CAPSULE, DELAYED RELEASE;ORAL",DEXLANSOPRAZOLE,MYLAN,30MG,A,205205,1,AB,"Jan 19, 2024",False,False,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, DELAYED RELEASE",ORAL,False,2024-01-19,True,DEXILANT,22287,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6716
DUTASTERIDE,CAPSULE;ORAL,DUTASTERIDE,ACELLA,0.5MG,A,206373,1,AB,"Mar 17, 2016",False,False,RX,ACELLA PHARMACEUTICALS LLC,CAPSULE,ORAL,False,2016-03-17,True,AVODART,21319,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6717
DUTASTERIDE,CAPSULE;ORAL,DUTASTERIDE,AMNEAL PHARMS,0.5MG,A,203118,1,AB,"Nov 20, 2015",False,False,RX,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,CAPSULE,ORAL,False,2015-11-20,True,AVODART,21319,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6718
LENALIDOMIDE,CAPSULE;ORAL,LENALIDOMIDE,CIPLA,15MG,A,213165,3,AB,"Feb 2, 2026",False,False,RX,CIPLA LTD,CAPSULE,ORAL,False,2026-02-02,True,REVLIMID,21880,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6719
ETODOLAC,CAPSULE;ORAL,ETODOLAC,ANI PHARMS,300MG,A,75126,2,AB,"Sep 16, 1999",False,False,RX,ANI PHARMACEUTICALS INC,CAPSULE,ORAL,False,1999-09-16,True,LODINE,18922,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6720
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,ALEMBIC,EQ 0.5MG BASE,A,207974,1,AB,"Apr 24, 2026",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2026-04-24,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6721
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,ACCORD HLTHCARE,EQ 0.5MG BASE,A,207991,1,AB,"Oct 28, 2020",False,False,RX,ACCORD HEALTHCARE INC,CAPSULE,ORAL,False,2020-10-28,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6722
PIROXICAM,CAPSULE;ORAL,PIROXICAM,ZYDUS LIFESCIENCES,20MG,A,205585,2,AB,"Jul 17, 2018",False,False,RX,ZYDUS LIFESCIENCES LTD,CAPSULE,ORAL,False,2018-07-17,True,FELDENE,18147,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6723
PIROXICAM,CAPSULE;ORAL,PIROXICAM,TEVA,20MG,A,74131,2,AB,"Dec 11, 1992",False,False,RX,TEVA PHARMACEUTICALS USA INC,CAPSULE,ORAL,False,1992-12-11,True,FELDENE,18147,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6724
PIROXICAM,CAPSULE;ORAL,PIROXICAM,STRIDES PHARMA,20MG,A,210347,2,AB,"Jan 26, 2018",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,CAPSULE,ORAL,False,2018-01-26,True,FELDENE,18147,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6725
PIROXICAM,CAPSULE;ORAL,PIROXICAM,SOLIS PHARMS,20MG,A,74118,1,AB,"Jun 15, 1993",False,False,RX,SOLIS PHARMACEUTICALS INC,CAPSULE,ORAL,False,1993-06-15,True,FELDENE,18147,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6726
PIROXICAM,CAPSULE;ORAL,PIROXICAM,MICRO LABS,20MG,A,206152,2,AB,"Dec 29, 2017",False,False,RX,MICRO LABS LTD,CAPSULE,ORAL,False,2017-12-29,True,FELDENE,18147,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6727
PIROXICAM,CAPSULE;ORAL,PIROXICAM,ZYDUS LIFESCIENCES,10MG,A,205585,1,AB,"Jul 17, 2018",False,False,RX,ZYDUS LIFESCIENCES LTD,CAPSULE,ORAL,False,2018-07-17,True,FELDENE,18147,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6728
PIROXICAM,CAPSULE;ORAL,PIROXICAM,TEVA,10MG,A,74131,1,AB,"Dec 11, 1992",False,False,RX,TEVA PHARMACEUTICALS USA INC,CAPSULE,ORAL,False,1992-12-11,True,FELDENE,18147,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6729
PIROXICAM,CAPSULE;ORAL,PIROXICAM,STRIDES PHARMA,10MG,A,210347,1,AB,"Jan 26, 2018",False,False,RX,STRIDES PHARMA GLOBAL PTE LTD,CAPSULE,ORAL,False,2018-01-26,True,FELDENE,18147,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6730
PIROXICAM,CAPSULE;ORAL,PIROXICAM,SOLIS PHARMS,10MG,A,74118,2,AB,"Jun 15, 1993",False,False,RX,SOLIS PHARMACEUTICALS INC,CAPSULE,ORAL,False,1993-06-15,True,FELDENE,18147,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6731
PIROXICAM,CAPSULE;ORAL,PIROXICAM,MICRO LABS,10MG,A,206152,1,AB,"Dec 29, 2017",False,False,RX,MICRO LABS LTD,CAPSULE,ORAL,False,2017-12-29,True,FELDENE,18147,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6732
ETODOLAC,CAPSULE;ORAL,ETODOLAC,IPCA LABS LTD,300MG,A,205448,2,AB,"Aug 1, 2024",False,False,RX,IPCA LABORATORIES LTD,CAPSULE,ORAL,False,2024-08-01,True,LODINE,18922,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6733
ETODOLAC,CAPSULE;ORAL,ETODOLAC,APOTEX,300MG,A,75419,2,AB,"Jul 28, 2000",False,False,RX,APOTEX INC,CAPSULE,ORAL,False,2000-07-28,True,LODINE,18922,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6734
ETHOSUXIMIDE,CAPSULE;ORAL,ETHOSUXIMIDE,PURACAP PHARM LLC,250MG,A,210654,1,AB,"Mar 16, 2020",False,False,RX,PURACAP PHARMACEUTICAL LLC,CAPSULE,ORAL,False,2020-03-16,True,ZARONTIN,12380,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6735
DOXYCYCLINE,CAPSULE;ORAL,DOXYCYCLINE,PRINSTON INC,40MG,A,217098,1,AB,"Jan 27, 2025",False,False,RX,PRINSTON PHARMACEUTICAL INC,CAPSULE,ORAL,False,2025-01-27,True,ORACEA,50805,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6736
ETHOSUXIMIDE,CAPSULE;ORAL,ETHOSUXIMIDE,ONESOURCE SPECIALTY,250MG,A,211928,1,AB,"Feb 19, 2019",False,False,RX,ONESOURCE SPECIALTY PTE LTD,CAPSULE,ORAL,False,2019-02-19,True,ZARONTIN,12380,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6737
ETHOSUXIMIDE,CAPSULE;ORAL,ETHOSUXIMIDE,EPIC PHARMA LLC,250MG,A,40686,1,AB,"May 28, 2008",False,False,RX,EPIC PHARMA LLC,CAPSULE,ORAL,False,2008-05-28,True,ZARONTIN,12380,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6738
ETHOSUXIMIDE,CAPSULE;ORAL,ETHOSUXIMIDE,BIONPHARMA,250MG,A,40430,1,AB,"Oct 28, 2002",False,False,RX,BIONPHARMA INC,CAPSULE,ORAL,False,2002-10-28,True,ZARONTIN,12380,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6739
LITHIUM CARBONATE,CAPSULE;ORAL,LITHIUM CARBONATE,HETERO LABS LTD III,300MG,A,90702,2,AB,"Sep 25, 2009",False,False,RX,HETERO LABS LTD UNIT III,CAPSULE,ORAL,False,2009-09-25,True,LITHIUM CARBONATE,17812,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6740
LITHIUM CARBONATE,CAPSULE;ORAL,LITHIUM CARBONATE,GLENMARK PHARMS LTD,300MG,A,79139,2,AB,"Feb 3, 2009",False,False,RX,GLENMARK PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2009-02-03,True,LITHIUM CARBONATE,17812,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6741
LITHIUM CARBONATE,CAPSULE;ORAL,LITHIUM CARBONATE,ALEMBIC LTD,300MG,A,79159,2,AB,"Jan 12, 2009",False,False,RX,ALEMBIC LTD,CAPSULE,ORAL,False,2009-01-12,True,LITHIUM CARBONATE,17812,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6742
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,SCIEGEN PHARMS,267MG,A,212077,1,AB,"Aug 1, 2022",False,False,RX,SCIEGEN PHARMACEUTICALS INC,CAPSULE,ORAL,False,2022-08-01,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6743
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,SANDOZ,267MG,A,212600,1,AB,"Jun 13, 2022",False,False,RX,SANDOZ INC,CAPSULE,ORAL,False,2022-06-13,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6744
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,MACLEODS PHARMS LTD,267MG,A,212748,1,AB,"Dec 18, 2024",False,False,RX,MACLEODS PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2024-12-18,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6745
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,LAURUS,267MG,A,212724,1,AB,"Jul 19, 2022",False,False,RX,LAURUS LABS LTD,CAPSULE,ORAL,False,2022-07-19,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6746
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,AUROBINDO PHARMA,267MG,A,212597,1,AB,"Apr 20, 2026",False,False,RX,AUROBINDO PHARMA LTD,CAPSULE,ORAL,False,2026-04-20,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6747
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,AMNEAL,267MG,A,212569,1,AB,"Jan 3, 2022",False,False,RX,AMNEAL EU LTD,CAPSULE,ORAL,False,2022-01-03,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6748
PIRFENIDONE,CAPSULE;ORAL,PIRFENIDONE,ACCORD HLTHCARE,267MG,A,212731,1,AB,"Jan 20, 2022",False,False,RX,ACCORD HEALTHCARE INC,CAPSULE,ORAL,False,2022-01-20,True,ESBRIET,22535,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6749
EMTRICITABINE,CAPSULE;ORAL,EMTRICITABINE,CIPLA,200MG,A,91168,1,AB,"Jul 2, 2018",False,False,RX,CIPLA LTD,CAPSULE,ORAL,False,2018-07-02,True,EMTRIVA,21500,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6750
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,ALKEM LABS LTD,EQ 0.5MG BASE,A,208004,1,AB,"Dec 30, 2020",False,False,RX,ALKEM LABORATORIES LTD,CAPSULE,ORAL,False,2020-12-30,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6751
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,APOTEX,EQ 0.5MG BASE,A,207993,1,AB,"Dec 18, 2020",False,False,RX,APOTEX INC,CAPSULE,ORAL,False,2020-12-18,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6752
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 0.5MG BASE,A,207983,1,AB,"Feb 28, 2024",False,False,RX,AUROBINDO PHARMA LTD,CAPSULE,ORAL,False,2024-02-28,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6753
FINGOLIMOD HYDROCHLORIDE,CAPSULE;ORAL,FINGOLIMOD HYDROCHLORIDE,BIOCON LTD,EQ 0.5MG BASE,A,207979,1,AB,"Dec 4, 2019",False,False,RX,BIOCON LTD,CAPSULE,ORAL,False,2019-12-04,True,GILENYA,22527,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6754
ZIPRASIDONE HYDROCHLORIDE,CAPSULE;ORAL,ZIPRASIDONE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 20MG BASE,A,204375,1,AB,"Feb 17, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2017-02-17,True,GEODON,20825,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6755
ZIPRASIDONE HYDROCHLORIDE,CAPSULE;ORAL,ZIPRASIDONE HYDROCHLORIDE,DR REDDYS LABS INC,EQ 20MG BASE,A,77565,1,AB,"Mar 2, 2012",False,False,RX,DR REDDYS LABORATORIES INC,CAPSULE,ORAL,False,2012-03-02,True,GEODON,20825,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6756
ZIPRASIDONE HYDROCHLORIDE,CAPSULE;ORAL,ZIPRASIDONE HYDROCHLORIDE,CHARTWELL RX,EQ 20MG BASE,A,90348,1,AB,"Sep 5, 2012",False,False,RX,CHARTWELL RX SCIENCES LLC,CAPSULE,ORAL,False,2012-09-05,True,GEODON,20825,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6757
ZIPRASIDONE HYDROCHLORIDE,CAPSULE;ORAL,ZIPRASIDONE HYDROCHLORIDE,AUROBINDO PHARMA,EQ 20MG BASE,A,204117,1,AB,"Dec 27, 2016",False,False,RX,AUROBINDO PHARMA LTD,CAPSULE,ORAL,False,2016-12-27,True,GEODON,20825,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6758
ZIPRASIDONE HYDROCHLORIDE,CAPSULE;ORAL,ZIPRASIDONE HYDROCHLORIDE,APOTEX,EQ 20MG BASE,A,77561,1,AB,"Mar 2, 2012",False,False,RX,APOTEX INC,CAPSULE,ORAL,False,2012-03-02,True,GEODON,20825,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6759
ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,CAPSULE;ORAL,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,GLENMARK PHARMS LTD,0.02MG;1MG,A,213418,1,AB,"Jul 27, 2022",False,False,RX,GLENMARK PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2022-07-27,True,TAYTULLA,204426,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6760
ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,CAPSULE;ORAL,MERZEE,WILSHIRE PHARMS INC,0.02MG;1MG,A,212706,1,AB,"Dec 18, 2020",False,False,RX,WILSHIRE PHARMACEUTICALS INC,CAPSULE,ORAL,False,2020-12-18,True,TAYTULLA,204426,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6761
ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,CAPSULE;ORAL,GEMMILY,XIROMED,0.02MG;1MG,A,213317,1,AB,"Nov 9, 2020",False,False,RX,XIROMED PHARMA ESPANA SL,CAPSULE,ORAL,False,2020-11-09,True,TAYTULLA,204426,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6762
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,TEVA PHARMS,0.4MG,A,77630,1,AB,"Apr 27, 2010",False,False,RX,TEVA PHARMACEUTICALS USA,CAPSULE,ORAL,False,2010-04-27,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6763
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,SYNTHON BV,0.4MG,A,78801,1,AB,"Apr 27, 2010",False,False,RX,SYNTHON BV,CAPSULE,ORAL,False,2010-04-27,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6764
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,SCIEGEN PHARMS,0.4MG,A,78938,1,AB,"Apr 27, 2010",False,False,RX,SCIEGEN PHARMACEUTICALS INC,CAPSULE,ORAL,False,2010-04-27,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6765
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,RISING,0.4MG,A,219767,1,AB,"May 1, 2025",False,False,RX,RISING PHARMA HOLDINGS INC,CAPSULE,ORAL,False,2025-05-01,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6766
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,MACLEODS PHARMS LTD,0.4MG,A,204645,1,AB,"Jan 20, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,CAPSULE,ORAL,False,2017-01-20,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6767
TAMSULOSIN HYDROCHLORIDE,CAPSULE;ORAL,TAMSULOSIN HYDROCHLORIDE,IMPAX LABS,0.4MG,A,90377,1,AB,"Mar 2, 2010",False,False,RX,IMPAX LABORATORIES INC,CAPSULE,ORAL,False,2010-03-02,True,FLOMAX,20579,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,6768
