Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,Predicted_TE_Code,TE_Score,Patent_Score,Exclusivity_Score,RS_Score,Final_Score,Rank
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,ADARE PHARMS INC,80MG,A,78703,2,AB,"Jul 15, 2011",False,False,RX,ADARE PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2011-07-15,True,INDERAL LA,18553,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10784
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,AMTA,80MG,A,212026,2,AB,"Jan 6, 2020",False,False,RX,AMTA LABS LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2020-01-06,True,INDERAL LA,18553,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10785
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,IPCA LABS LTD,80MG,A,203103,2,AB,"May 1, 2026",False,False,RX,IPCA LABORATORIES LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2026-05-01,True,INDERAL LA,18553,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10786
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,AMTA,80MG,A,212026,2,AB,"Jan 6, 2020",False,False,RX,AMTA LABS LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2020-01-06,True,INNOPRAN XL,21438,1,BX,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10787
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,ANDA REPOSITORY,80MG,A,78065,2,AB,"Jan 26, 2007",False,False,RX,ANDA REPOSITORY LLC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2007-01-26,True,INDERAL LA,18553,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10788
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,ANDA REPOSITORY,80MG,A,78065,2,AB,"Jan 26, 2007",False,False,RX,ANDA REPOSITORY LLC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2007-01-26,True,INNOPRAN XL,21438,1,BX,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10789
BROMFENAC SODIUM,SOLUTION/DROPS;OPHTHALMIC,BROMFENAC SODIUM,ALEMBIC,EQ 0.07% ACID,A,214340,1,AB,"Jul 8, 2024",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,SOLUTION/DROPS,OPHTHALMIC,False,2024-07-08,True,PROLENSA,203168,1,AB,0.0,,,,0.0,,,AT1,0.0,1.0,1.0,0.0,0.45,10790
BROMFENAC SODIUM,SOLUTION/DROPS;OPHTHALMIC,BROMFENAC SODIUM,AMNEAL,EQ 0.07% ACID,A,210962,1,AB,"Jul 29, 2024",False,False,RX,AMNEAL EU LTD,SOLUTION/DROPS,OPHTHALMIC,False,2024-07-29,True,PROLENSA,203168,1,AB,0.0,,,,0.0,,,AT1,0.0,1.0,1.0,0.0,0.45,10791
BROMFENAC SODIUM,SOLUTION/DROPS;OPHTHALMIC,BROMFENAC SODIUM,APOTEX,EQ 0.07% ACID,A,207334,1,AB,"Jul 8, 2024",False,False,RX,APOTEX INC,SOLUTION/DROPS,OPHTHALMIC,False,2024-07-08,True,PROLENSA,203168,1,AB,0.0,,,,0.0,,,AT1,0.0,1.0,1.0,0.0,0.45,10792
TACROLIMUS,"CAPSULE, EXTENDED RELEASE;ORAL",TACROLIMUS,CHENGDU,EQ 0.5MG BASE,A,215012,1,AB,"Jan 25, 2024",False,False,RX,CHENGDU SUNCADIA MEDICINE CO LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2024-01-25,True,ASTAGRAF XL,204096,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10793
TACROLIMUS,"CAPSULE, EXTENDED RELEASE;ORAL",TACROLIMUS,CHENGDU,EQ 1MG BASE,A,215012,2,AB,"Jan 25, 2024",False,False,RX,CHENGDU SUNCADIA MEDICINE CO LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2024-01-25,True,ASTAGRAF XL,204096,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10794
TACROLIMUS,"CAPSULE, EXTENDED RELEASE;ORAL",TACROLIMUS,CHENGDU,EQ 5MG BASE,A,215012,3,AB,"Jan 25, 2024",False,False,RX,CHENGDU SUNCADIA MEDICINE CO LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2024-01-25,True,ASTAGRAF XL,204096,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10795
BROMFENAC SODIUM,SOLUTION/DROPS;OPHTHALMIC,BROMFENAC SODIUM,LUPIN,EQ 0.07% ACID,A,206027,1,AB,"Nov 22, 2023",False,False,RX,LUPIN LTD,SOLUTION/DROPS,OPHTHALMIC,False,2023-11-22,True,PROLENSA,203168,1,AB,0.0,,,,0.0,,,AT1,0.0,1.0,1.0,0.0,0.45,10796
BROMFENAC SODIUM,SOLUTION/DROPS;OPHTHALMIC,BROMFENAC SODIUM,LUPIN,EQ 0.075% ACID,A,211239,1,AB,"Feb 2, 2024",False,False,RX,LUPIN LTD,SOLUTION/DROPS,OPHTHALMIC,False,2024-02-02,True,BROMSITE,206911,1,AB,0.0,,,,0.0,,,AT1,0.0,1.0,1.0,0.0,0.45,10797
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AIPING PHARM INC,10MG,A,216995,1,AB,"May 14, 2025",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10798
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ASCENT PHARMS INC,10MG,A,219332,2,AB,"May 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10799
METHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,METHYLPHENIDATE HYDROCHLORIDE,ACCORD HLTHCARE,20MG,A,213936,3,AB,"Oct 28, 2020",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2020-10-28,True,RITALIN,10187,10,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10800
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AUROBINDO PHARMA LTD,10MG,A,208544,2,AB,"May 15, 2025",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10801
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,BRECKENRIDGE,20MG,A,208220,3,AB,"May 15, 2025",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10802
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AUROBINDO PHARMA LTD,20MG,A,208544,4,AB,"May 15, 2025",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10803
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ASCENT PHARMS INC,20MG,A,219332,4,AB,"May 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10804
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ALEMBIC,20MG,A,210301,4,AB,"May 14, 2025",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10805
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AIPING PHARM INC,20MG,A,216995,3,AB,"May 14, 2025",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10806
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,TARO,15MG,A,208557,3,AB,"Oct 7, 2025",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2025-10-07,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10807
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SUNSHINE,15MG,A,213348,2,AB,"May 14, 2025",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10808
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SCIEGEN PHARMS,15MG,A,218117,3,AB,"Jul 31, 2025",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2025-07-31,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10809
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,REGCON HOLDINGS,15MG,A,218445,3,AB,"Aug 11, 2025",False,False,RX,REGCON HOLDINGS LLC,TABLET,ORAL,False,2025-08-11,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10810
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MICRO LABS,15MG,A,208334,3,AB,"Jun 30, 2026",False,False,RX,MICRO LABS LTD,TABLET,ORAL,False,2026-06-30,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10811
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MANKIND PHARMA,15MG,A,220874,3,AB,"Jul 1, 2026",False,False,RX,MANKIND PHARMA LTD,TABLET,ORAL,False,2026-07-01,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10812
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MACLEODS PHARMS LTD,15MG,A,213114,3,AB,"May 14, 2025",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10813
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,LUPIN,15MG,A,208555,3,AB,"May 14, 2025",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10814
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,DR REDDYS,15MG,A,208534,3,AB,"May 14, 2025",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10815
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,BRECKENRIDGE,15MG,A,208220,2,AB,"May 15, 2025",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10816
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AUROBINDO PHARMA LTD,15MG,A,208544,3,AB,"May 15, 2025",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10817
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ASCENT PHARMS INC,15MG,A,219332,3,AB,"May 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10818
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ALEMBIC,15MG,A,210301,3,AB,"May 14, 2025",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10819
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AIPING PHARM INC,15MG,A,216995,2,AB,"May 14, 2025",False,False,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,2,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10820
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,TARO,10MG,A,208557,2,AB,"Oct 7, 2025",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2025-10-07,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10821
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SUNSHINE,10MG,A,213348,1,AB,"May 14, 2025",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10822
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SCIEGEN PHARMS,10MG,A,218117,2,AB,"Jul 31, 2025",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2025-07-31,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10823
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,REGCON HOLDINGS,10MG,A,218445,2,AB,"Aug 11, 2025",False,False,RX,REGCON HOLDINGS LLC,TABLET,ORAL,False,2025-08-11,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10824
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MICRO LABS,10MG,A,208334,2,AB,"Jun 30, 2026",False,False,RX,MICRO LABS LTD,TABLET,ORAL,False,2026-06-30,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10825
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MANKIND PHARMA,10MG,A,220874,2,AB,"Jul 1, 2026",False,False,RX,MANKIND PHARMA LTD,TABLET,ORAL,False,2026-07-01,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10826
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,DR REDDYS,20MG,A,208534,4,AB,"May 14, 2025",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10827
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,LUPIN,20MG,A,208555,4,AB,"May 14, 2025",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10828
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MACLEODS PHARMS LTD,20MG,A,213114,4,AB,"May 14, 2025",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10829
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MACLEODS PHARMS LTD,2.5MG,A,213114,1,AB,"May 14, 2025",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10830
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,BRECKENRIDGE,10MG,A,208220,1,AB,"May 15, 2025",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,False,2025-05-15,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10831
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,DR REDDYS,10MG,A,208534,2,AB,"May 14, 2025",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10832
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,ZYDUS PHARMS USA INC,120MG,A,90321,3,AB,"Mar 25, 2011",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2011-03-25,True,INNOPRAN XL,21438,2,BX,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10833
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,ZYDUS PHARMS USA INC,120MG,A,90321,3,AB,"Mar 25, 2011",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2011-03-25,True,INDERAL LA,18553,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10834
PROPRANOLOL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",PROPRANOLOL HYDROCHLORIDE,MICRO LABS,120MG,A,217238,3,AB,"Jun 24, 2026",False,False,RX,MICRO LABS LTD,"CAPSULE, EXTENDED RELEASE",ORAL,False,2026-06-24,True,INNOPRAN XL,21438,2,BX,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10835
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,TARO,2.5MG,A,208557,1,AB,"Mar 3, 2025",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2025-03-03,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10836
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SCIEGEN PHARMS,2.5MG,A,218117,1,AB,"Jul 31, 2025",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2025-07-31,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10837
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,REGCON HOLDINGS,2.5MG,A,218445,1,AB,"Aug 11, 2025",False,False,RX,REGCON HOLDINGS LLC,TABLET,ORAL,False,2025-08-11,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10838
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MSN,2.5MG,A,208546,1,AB,"Oct 24, 2025",False,False,RX,MSN LABORATORIES PRIVATE LTD,TABLET,ORAL,False,2025-10-24,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10839
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MICRO LABS,2.5MG,A,208334,1,AB,"Jun 30, 2026",False,False,RX,MICRO LABS LTD,TABLET,ORAL,False,2026-06-30,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10840
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MANKIND PHARMA,2.5MG,A,220874,1,AB,"Jul 1, 2026",False,False,RX,MANKIND PHARMA LTD,TABLET,ORAL,False,2026-07-01,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10841
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,LUPIN,2.5MG,A,208555,1,AB,"Mar 3, 2025",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2025-03-03,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10842
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MANKIND PHARMA,20MG,A,220874,4,AB,"Jul 1, 2026",False,False,RX,MANKIND PHARMA LTD,TABLET,ORAL,False,2026-07-01,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10843
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,INVAGEN PHARMS,2.5MG,A,218768,1,AB,"Feb 20, 2026",False,False,RX,INVAGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2026-02-20,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10844
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,DR REDDYS,2.5MG,A,208534,1,AB,"May 14, 2025",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10845
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,AUROBINDO PHARMA LTD,2.5MG,A,208544,1,AB,"Apr 10, 2025",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2025-04-10,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10846
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ASCENT PHARMS INC,2.5MG,A,219332,1,AB,"May 14, 2025",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10847
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,APOTEX,2.5MG,A,217810,1,AB,"May 2, 2025",False,False,RX,APOTEX INC,TABLET,ORAL,False,2025-05-02,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10848
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,ALEMBIC,2.5MG,A,210301,1,AB,"May 14, 2025",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,4,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10849
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,TARO,20MG,A,208557,4,AB,"Oct 7, 2025",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2025-10-07,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10850
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SUNSHINE,20MG,A,213348,3,AB,"May 14, 2025",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10851
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,SCIEGEN PHARMS,20MG,A,218117,4,AB,"Jul 31, 2025",False,False,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2025-07-31,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10852
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,REGCON HOLDINGS,20MG,A,218445,4,AB,"Aug 11, 2025",False,False,RX,REGCON HOLDINGS LLC,TABLET,ORAL,False,2025-08-11,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10853
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MICRO LABS,20MG,A,208334,4,AB,"Jun 30, 2026",False,False,RX,MICRO LABS LTD,TABLET,ORAL,False,2026-06-30,True,XARELTO,22406,3,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10854
METHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,METHYLPHENIDATE HYDROCHLORIDE,ALKEM LABS LTD,20MG,A,211779,3,AB,"Oct 4, 2019",False,False,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2019-10-04,True,RITALIN,10187,10,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10855
METHYLPHENIDATE HYDROCHLORIDE,TABLET;ORAL,METHYLPHENIDATE HYDROCHLORIDE,ABHAI LLC,20MG,A,206932,3,AB,"May 11, 2017",False,False,RX,ABHAI LLC,TABLET,ORAL,False,2017-05-11,True,RITALIN,10187,10,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10856
DEXAMETHASONE,TABLET;ORAL,DEXAMETHASONE,COREPHARMA,4MG,A,218372,6,AB,"Sep 17, 2024",False,False,RX,COREPHARMA LLC,TABLET,ORAL,False,2024-09-17,True,DEXAMETHASONE,84612,1,AB,0.0,,,,0.0,,,AT3,0.0,1.0,1.0,0.0,0.45,10857
DOXEPIN HYDROCHLORIDE,TABLET;ORAL,DOXEPIN HYDROCHLORIDE,TARO,EQ 3MG BASE,A,219058,1,AB,"Aug 6, 2025",False,False,RX,TARO PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2025-08-06,True,SILENOR,22036,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10858
RIVAROXABAN,TABLET;ORAL,RIVAROXABAN,MACLEODS PHARMS LTD,10MG,A,213114,2,AB,"May 14, 2025",False,False,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,False,2025-05-14,True,XARELTO,22406,1,AB,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10859
METHYLPHENIDATE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,ASCENT PHARMS INC,36MG,A,211009,3,AB,"Sep 3, 2019",False,False,RX,ASCENT PHARMACEUTICALS INC,"TABLET, EXTENDED RELEASE",ORAL,False,2019-09-03,True,RELEXXII,216117,3,,0.0,,,,0.0,,,BD,0.0,1.0,1.0,0.0,0.45,10860
